"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221115,2022-11-15,112741,CME ,00,112 ,   42589,   20893,    1430,      81,    3724,   19286,     271,   14176,   16323,     221,     492,     493,      51,   39909,   38156,    2680,    4433,   -3219,     776,     582,      -6,     -12,   -3444,    -150,   -3056,    1572,    -929,      14,    -316,      -4,   -3367,   -2695,     148,    -524,  100.0,   49.1,    3.4,    0.2,    8.7,   45.3,    0.6,   33.3,   38.3,    0.5,    1.2,    1.2,    0.1,   93.7,   89.6,    6.3,   10.4,     86,      8,      4,.,      8,     21,      5,     18,     22,      7,.,.,.,     46,     56,    59.6,    31.8,    72.7,    48.7,    59.5,    31.7,    72.5,    48.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221108,2022-11-08,112741,CME ,00,112 ,   45808,   20117,     848,      87,    3736,   22730,     421,   17232,   14751,    1150,     478,     809,      55,   43276,   40851,    2532,    4957,   -1411,    1653,    -198,      -4,    -401,       2,      21,   -2738,    -888,     403,    -145,      62,     -25,   -1236,    -627,    -175,    -784,  100.0,   43.9,    1.9,    0.2,    8.2,   49.6,    0.9,   37.6,   32.2,    2.5,    1.0,    1.8,    0.1,   94.5,   89.2,    5.5,   10.8,     94,      9,.,.,      7,     23,      5,     21,     25,      6,.,      5,.,     49,     60,    56.3,    34.7,    69.3,    51.7,    56.2,    32.6,    68.9,    49.4,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221101,2022-11-01,112741,CME ,00,112 ,   47219,   18464,    1046,      91,    4137,   22728,     400,   19970,   15639,     747,     623,     747,      80,   44512,   41478,    2707,    5741,   -3401,   -6700,      79,       0,   -1441,   -1109,     -96,    5199,   -1198,    -373,     276,     -67,      10,   -3125,   -2754,    -276,    -647,  100.0,   39.1,    2.2,    0.2,    8.8,   48.1,    0.8,   42.3,   33.1,    1.6,    1.3,    1.6,    0.2,   94.3,   87.8,    5.7,   12.2,     91,      9,.,.,      7,     20,      5,     19,     27,      5,.,      4,.,     47,     58,    51.4,    35.5,    66.0,    51.3,    51.3,    34.1,    65.5,    49.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221025,2022-10-25,112741,CME ,00,112 ,   50620,   25164,     967,      91,    5578,   23837,     496,   14771,   16837,    1120,     347,     814,      70,   47637,   44232,    2983,    6388,     172,   -5719,     610,      -1,     625,     636,      67,    5083,   -1070,     190,    -286,      36,      17,     -24,     485,     196,    -313,  100.0,   49.7,    1.9,    0.2,   11.0,   47.1,    1.0,   29.2,   33.3,    2.2,    0.7,    1.6,    0.1,   94.1,   87.4,    5.9,   12.6,     92,      9,.,.,     12,     22,      4,     14,     26,      7,.,      4,.,     47,     60,    55.7,    37.7,    68.0,    52.9,    55.3,    35.9,    67.5,    51.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221018,2022-10-18,112741,CME ,00,112 ,   50448,   30883,     357,      92,    4953,   23201,     429,    9688,   17907,     930,     633,     778,      53,   47661,   43747,    2787,    6701,    -109,    2136,     -42,      44,   -2493,    1716,      60,    -516,   -2708,     540,      83,    -195,      21,    -125,    -564,      16,     455,  100.0,   61.2,    0.7,    0.2,    9.8,   46.0,    0.9,   19.2,   35.5,    1.8,    1.3,    1.5,    0.1,   94.5,   86.7,    5.5,   13.3,     91,      9,.,.,     10,     20,      5,     17,     26,      6,.,      4,.,     48,     58,    59.7,    37.3,    70.0,    54.2,    59.4,    35.7,    69.6,    52.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221011,2022-10-11,112741,CME ,00,112 ,   50557,   28747,     399,      48,    7446,   21485,     369,   10204,   20615,     390,     550,     973,      32,   47786,   44311,    2771,    6246,    2070,    5671,      37,       0,    -889,    1792,      43,   -3169,    -529,     132,    -130,     -11,       0,    1658,    1464,     412,     606,  100.0,   56.9,    0.8,    0.1,   14.7,   42.5,    0.7,   20.2,   40.8,    0.8,    1.1,    1.9,    0.1,   94.5,   87.6,    5.5,   12.4,     95,     10,.,.,     11,     18,      5,     18,     30,.,.,      5,.,     46,     60,    55.1,    37.0,    68.4,    54.1,    55.1,    36.3,    68.3,    53.4,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",221004,2022-10-04,112741,CME ,00,112 ,   48487,   23076,     362,      48,    8335,   19693,     326,   13373,   21144,     258,     680,     984,      32,   46128,   42847,    2359,    5640,    3247,      60,    -104,      -5,    2954,    1328,      50,    -142,    2030,     157,     317,     255,     -14,    3377,    3697,    -130,    -450,  100.0,   47.6,    0.7,    0.1,   17.2,   40.6,    0.7,   27.6,   43.6,    0.5,    1.4,    2.0,    0.1,   95.1,   88.4,    4.9,   11.6,     94,      9,.,.,      9,     20,      4,     19,     28,      6,.,      5,.,     45,     62,    46.0,    38.8,    63.2,    55.6,    45.9,    38.8,    63.1,    55.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220927,2022-09-27,112741,CME ,00,112 ,   45240,   23016,     466,      53,    5381,   18365,     276,   13515,   19114,     101,     363,     729,      46,   42751,   39150,    2489,    6090,   -2644,   -3082,     202,       0,     482,    -402,     -32,     184,   -1570,     -40,    -107,    -152,       6,   -2589,   -1988,     -55,    -656,  100.0,   50.9,    1.0,    0.1,   11.9,   40.6,    0.6,   29.9,   42.3,    0.2,    0.8,    1.6,    0.1,   94.5,   86.5,    5.5,   13.5,     98,      8,.,.,      8,     21,.,     22,     32,      5,.,      4,.,     46,     63,    50.3,    36.1,    65.7,    52.1,    50.2,    36.1,    65.5,    52.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220920,2022-09-20,112741,CME ,00,112 ,   47884,   26098,     264,      53,    4899,   18767,     308,   13331,   20684,     141,     470,     881,      40,   45340,   41138,    2544,    6746,   -3195,    2915,   -2716,    -178,      80,    -535,     -27,   -3209,    2618,   -2822,      -7,     317,       7,   -3241,   -3336,      46,     141,  100.0,   54.5,    0.6,    0.1,   10.2,   39.2,    0.6,   27.8,   43.2,    0.3,    1.0,    1.8,    0.1,   94.7,   85.9,    5.3,   14.1,     93,      8,.,.,      8,     20,.,     19,     30,      4,.,      5,.,     42,     61,    54.3,    35.2,    68.5,    52.0,    53.8,    35.2,    68.0,    52.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220913,2022-09-13,112741,CME ,00,112 ,   51079,   23183,    2980,     231,    4819,   19302,     335,   16540,   18066,    2963,     477,     564,      33,   48581,   44474,    2498,    6605,    4283,    1670,      -6,    -149,   -1761,    -259,      46,    2321,    2621,    1878,     331,    -148,     -11,    4325,    3972,     -42,     311,  100.0,   45.4,    5.8,    0.5,    9.4,   37.8,    0.7,   32.4,   35.4,    5.8,    0.9,    1.1,    0.1,   95.1,   87.1,    4.9,   12.9,     95,      9,      4,.,      8,     20,.,     17,     32,      9,.,.,.,     44,     68,    48.1,    34.5,    66.6,    48.7,    47.7,    34.5,    62.2,    46.9,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220906,2022-09-06,112741,CME ,00,112 ,   46796,   21513,    2986,     380,    6580,   19561,     289,   14219,   15445,    1085,     146,     712,      44,   44256,   40502,    2540,    6294,    2420,    1195,    -497,     256,     241,    1553,    -191,     485,     100,     388,    -217,     203,     -11,    2146,    1801,     274,     619,  100.0,   46.0,    6.4,    0.8,   14.1,   41.8,    0.6,   30.4,   33.0,    2.3,    0.3,    1.5,    0.1,   94.6,   86.6,    5.4,   13.4,     97,      8,      4,.,      8,     21,.,     20,     30,      8,.,      5,.,     44,     69,    45.3,    37.2,    62.8,    48.5,    44.6,    37.2,    61.7,    48.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220830,2022-08-30,112741,CME ,00,112 ,   44376,   20318,    3483,     124,    6339,   18008,     480,   13734,   15345,     697,     363,     509,      55,   42110,   38701,    2266,    5675,    2065,    1464,     -92,      12,     641,    1770,     -72,    -643,     218,     321,      85,    -233,       0,    1808,    1924,     257,     141,  100.0,   45.8,    7.8,    0.3,   14.3,   40.6,    1.1,   30.9,   34.6,    1.6,    0.8,    1.1,    0.1,   94.9,   87.2,    5.1,   12.8,     89,      8,      4,.,      8,     19,.,     17,     28,      6,.,.,.,     41,     62,    44.8,    37.0,    62.6,    50.9,    44.6,    37.0,    62.1,    50.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220823,2022-08-23,112741,CME ,00,112 ,   42311,   18854,    3575,     112,    5698,   16238,     552,   14377,   15127,     376,     278,     742,      55,   40302,   36777,    2009,    5534,     582,    2248,   -3660,       3,     144,     706,     276,   -1833,    1708,     248,     -56,     188,       1,    1031,    -530,    -449,    1112,  100.0,   44.6,    8.4,    0.3,   13.5,   38.4,    1.3,   34.0,   35.8,    0.9,    0.7,    1.8,    0.1,   95.3,   86.9,    4.7,   13.1,     85,      7,      4,.,      6,     19,.,     18,     26,      7,.,      4,.,     39,     61,    49.0,    36.7,    65.8,    54.1,    48.9,    36.7,    65.3,    54.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220816,2022-08-16,112741,CME ,00,112 ,   41729,   16606,    7235,     109,    5554,   15532,     276,   16210,   13419,     128,     334,     554,      54,   39271,   37307,    2458,    4422,   -3621,   -3934,    3002,     -44,    1703,   -2189,    -185,   -1656,   -2336,     -89,     334,    -226,      31,   -3840,   -2036,     219,   -1585,  100.0,   39.8,   17.3,    0.3,   13.3,   37.2,    0.7,   38.8,   32.2,    0.3,    0.8,    1.3,    0.1,   94.1,   89.4,    5.9,   10.6,     84,      6,      6,.,      5,     18,      4,     21,     23,.,.,.,.,     40,     55,    48.7,    36.8,    65.3,    53.8,    48.6,    36.8,    65.1,    53.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220809,2022-08-09,112741,CME ,00,112 ,   45350,   20540,    4233,     153,    3851,   17721,     461,   17866,   15755,     217,       0,     780,      23,   43111,   39343,    2239,    6007,      76,    -583,      43,       1,     778,    -955,     -26,     932,    1301,    -345,    -300,     -45,       0,     457,     -26,    -381,     102,  100.0,   45.3,    9.3,    0.3,    8.5,   39.1,    1.0,   39.4,   34.7,    0.5,    0.0,    1.7,    0.1,   95.1,   86.8,    4.9,   13.2,     90,      7,      5,.,      6,     19,.,     22,     27,      8,      0,      4,.,     41,     63,    44.7,    33.7,    61.3,    49.0,    44.5,    33.7,    61.1,    48.9,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220802,2022-08-02,112741,CME ,00,112 ,   45274,   21123,    4190,     152,    3073,   18676,     487,   16934,   14454,     562,     300,     825,      23,   42654,   39369,    2620,    5905,   -1197,     414,     618,      84,     -99,     515,      70,   -2512,   -3052,     274,     200,      59,       1,   -1568,   -1431,     371,     234,  100.0,   46.7,    9.3,    0.3,    6.8,   41.3,    1.1,   37.4,   31.9,    1.2,    0.7,    1.8,    0.1,   94.2,   87.0,    5.8,   13.0,     90,      7,      5,.,      5,     22,.,     22,     23,      8,.,      5,.,     43,     62,    46.1,    34.0,    61.7,    48.7,    45.9,    34.0,    61.2,    48.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220726,2022-07-26,112741,CME ,00,112 ,   46471,   20709,    3572,      68,    3172,   18161,     417,   19446,   17506,     288,     100,     766,      22,   44222,   40800,    2249,    5671,    1004,    -220,    -551,      -3,    -229,   -1504,      -2,    1617,    3565,     -64,     100,    -108,       0,    1199,    1333,    -195,    -329,  100.0,   44.6,    7.7,    0.1,    6.8,   39.1,    0.9,   41.8,   37.7,    0.6,    0.2,    1.6,    0.0,   95.2,   87.8,    4.8,   12.2,     93,      7,      5,.,      6,     22,      4,     22,     25,      7,.,      5,.,     44,     63,    44.8,    35.6,    61.3,    51.4,    44.7,    35.6,    60.8,    51.2,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220719,2022-07-19,112741,CME ,00,112 ,   45467,   20929,    4123,      71,    3401,   19665,     419,   17829,   13941,     352,       0,     874,      22,   43023,   39467,    2444,    6000,    -370,    -186,     183,       4,    -926,    -424,      -4,     810,    -201,     124,    -200,      80,       0,    -378,    -238,       8,    -132,  100.0,   46.0,    9.1,    0.2,    7.5,   43.3,    0.9,   39.2,   30.7,    0.8,    0.0,    1.9,    0.0,   94.6,   86.8,    5.4,   13.2,     95,      7,      5,.,      7,     22,      4,     23,     26,      7,      0,      5,.,     44,     65,    47.7,    36.7,    62.9,    49.8,    47.5,    36.7,    62.8,    49.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220712,2022-07-12,112741,CME ,00,112 ,   45837,   21115,    3940,      67,    4327,   20089,     423,   17019,   14142,     228,     200,     794,      22,   43401,   39705,    2436,    6132,     434,   -1329,     272,      -2,     933,     194,      38,     684,    -453,     163,     200,     244,       0,     687,     456,    -253,     -22,  100.0,   46.1,    8.6,    0.1,    9.4,   43.8,    0.9,   37.1,   30.9,    0.5,    0.4,    1.7,    0.0,   94.7,   86.6,    5.3,   13.4,     95,      7,      5,.,      8,     22,      4,     24,     24,      6,.,      4,.,     44,     64,    43.2,    35.5,    58.0,    51.5,    43.1,    35.5,    57.9,    51.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220705,2022-07-05,112741,CME ,00,112 ,   45403,   22444,    3668,      69,    3394,   19895,     385,   16335,   14595,      65,       0,     550,      22,   42714,   39249,    2689,    6154,    5066,    1572,     392,      20,    1737,     763,     -20,    1819,    3364,    -131,    -364,      20,       0,    4633,    4408,     433,     658,  100.0,   49.4,    8.1,    0.2,    7.5,   43.8,    0.8,   36.0,   32.1,    0.1,    0.0,    1.2,    0.0,   94.1,   86.4,    5.9,   13.6,     91,      7,      5,.,      8,     21,.,     20,     27,.,      0,.,.,     38,     62,    47.6,    34.7,    61.0,    49.6,    47.4,    34.7,    60.9,    49.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220628,2022-06-28,112741,CME ,00,112 ,   40337,   20872,    3276,      49,    1657,   19132,     405,   14516,   11231,     196,     364,     530,      22,   38081,   34841,    2256,    5496,   -2552,     478,      46,     -21,   -1290,   -1571,     380,   -2365,   -1641,     133,       0,      82,      22,   -2663,   -2570,     111,      18,  100.0,   51.7,    8.1,    0.1,    4.1,   47.4,    1.0,   36.0,   27.8,    0.5,    0.9,    1.3,    0.1,   94.4,   86.4,    5.6,   13.6,     95,     10,.,.,      7,     21,      4,     26,     23,      5,.,.,.,     49,     57,    46.9,    39.0,    61.0,    54.6,    46.8,    39.0,    60.9,    54.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220621,2022-06-21,112741,CME ,00,112 ,   42889,   20394,    3230,      70,    2947,   20703,      25,   16881,   12872,      63,     364,     448,       0,   40744,   37411,    2145,    5478,   -2521,   -1040,    -600,      -4,    -265,   -2042,       2,    -181,    1053,    -955,      13,    -282,       0,   -2430,   -2828,     -91,     307,  100.0,   47.6,    7.5,    0.2,    6.9,   48.3,    0.1,   39.4,   30.0,    0.1,    0.8,    1.0,    0.0,   95.0,   87.2,    5.0,   12.8,     90,      9,.,.,      7,     22,      4,     25,     21,      6,.,.,      0,     48,     53,    43.4,    36.0,    57.2,    54.0,    43.2,    35.9,    57.1,    54.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220614,2022-06-14,112741,CME ,00,112 ,   45410,   21434,    3830,      74,    3212,   22745,      23,   17062,   11819,    1018,     351,     730,       0,   43174,   40239,    2236,    5171,  -18130,  -14724,      73,   -4114,    -488,    -688,    -237,    3634,  -11001,   -1861,     -38,     -25,       0,  -17828,  -17853,    -302,    -277,  100.0,   47.2,    8.4,    0.2,    7.1,   50.1,    0.1,   37.6,   26.0,    2.2,    0.8,    1.6,    0.0,   95.1,   88.6,    4.9,   11.4,    101,      9,.,.,      7,     25,      4,     28,     24,      8,.,.,      0,     54,     60,    44.7,    35.8,    58.7,    51.8,    44.5,    34.1,    58.5,    50.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220607,2022-06-07,112741,CME ,00,112 ,   63540,   36158,    3757,    4188,    3700,   23433,     260,   13428,   22820,    2879,     389,     755,       0,   61002,   58092,    2538,    5448,    8406,     463,    -398,    3013,     393,     994,      51,    2794,    2982,    1827,      89,     -99,       0,    8630,    8370,    -224,      36,  100.0,   56.9,    5.9,    6.6,    5.8,   36.9,    0.4,   21.1,   35.9,    4.5,    0.6,    1.2,    0.0,   96.0,   91.4,    4.0,    8.6,     97,      9,      4,      4,      8,     22,.,     24,     26,     12,.,.,      0,     53,     63,    57.1,    37.0,    69.0,    51.9,    55.1,    36.3,    65.0,    50.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220531,2022-05-31,112741,CME ,00,112 ,   55134,   35695,    4155,    1175,    3307,   22439,     209,   10634,   19838,    1052,     300,     854,       0,   52372,   49722,    2762,    5412,   -4145,   -3240,   -3387,     366,    1299,   -1258,     -40,   -1790,    2124,   -1500,     200,    -278,       0,   -4705,   -3973,     560,    -172,  100.0,   64.7,    7.5,    2.1,    6.0,   40.7,    0.4,   19.3,   36.0,    1.9,    0.5,    1.5,    0.0,   95.0,   90.2,    5.0,    9.8,     89,     11,.,.,      7,     22,.,     17,     24,      5,.,.,      0,     41,     57,    60.8,    38.9,    71.4,    54.6,    58.7,    38.9,    69.2,    54.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220524,2022-05-24,112741,CME ,00,112 ,   59279,   38935,    7542,     809,    2008,   23697,     249,   12424,   17714,    2552,     100,    1132,       0,   57077,   53695,    2202,    5584,   -1525,     317,     809,     809,     390,     702,     113,   -4430,   -4466,    1457,       0,    -527,     -25,   -1369,   -1128,    -156,    -397,  100.0,   65.7,   12.7,    1.4,    3.4,   40.0,    0.4,   21.0,   29.9,    4.3,    0.2,    1.9,    0.0,   96.3,   90.6,    3.7,    9.4,     93,     11,.,.,      5,     23,.,     17,     29,      7,.,      4,      0,     39,     65,    61.7,    39.5,    73.6,    54.8,    60.3,    39.0,    71.6,    51.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220517,2022-05-17,112741,CME ,00,112 ,   60804,   38618,    6733,       0,    1618,   22995,     136,   16854,   22180,    1095,     100,    1659,      25,   58446,   54823,    2358,    5981,    4569,    4580,     987,       0,      11,    1010,     115,    -752,    1598,     614,    -141,     358,       0,    4427,    4682,     142,    -113,  100.0,   63.5,   11.1,    0.0,    2.7,   37.8,    0.2,   27.7,   36.5,    1.8,    0.2,    2.7,    0.0,   96.1,   90.2,    3.9,    9.8,     96,     10,      4,      0,      5,     23,.,     14,     31,      5,.,      8,.,     34,     69,    59.9,    36.4,    74.2,    54.4,    59.9,    36.4,    74.2,    52.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220510,2022-05-10,112741,CME ,00,112 ,   56235,   34038,    5746,       0,    1607,   21985,      21,   17606,   20582,     481,     241,    1301,      25,   54019,   50141,    2216,    6094,    5391,    7972,    1810,     -28,   -2364,    1225,     -76,     605,    1833,     101,    -610,     126,      -2,    5598,    4989,    -207,     402,  100.0,   60.5,   10.2,    0.0,    2.9,   39.1,    0.0,   31.3,   36.6,    0.9,    0.4,    2.3,    0.0,   96.1,   89.2,    3.9,   10.8,    101,     10,      4,      0,      6,     24,.,     19,     29,      9,.,      7,.,     42,     72,    56.8,    34.7,    72.1,    52.1,    56.6,    34.6,    71.8,    52.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,112741,CME ,00,112 ,   50844,   26066,    3936,      28,    3971,   20760,      97,   17001,   18749,     380,     851,    1175,      27,   48421,   45152,    2423,    5692,    4334,    9034,     -92,      28,     163,    1258,    -121,   -4689,    2507,     101,      61,     162,    -148,    4429,    3695,     -95,     639,  100.0,   51.3,    7.7,    0.1,    7.8,   40.8,    0.2,   33.4,   36.9,    0.7,    1.7,    2.3,    0.1,   95.2,   88.8,    4.8,   11.2,    101,     11,.,.,      7,     24,      4,     21,     26,      6,.,      6,.,     49,     64,    48.4,    38.1,    64.3,    52.7,    48.4,    38.1,    64.3,    52.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","FutOnly"
