"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230606,2023-06-06,097741,CME ,00,097 ,  274397,   95181,    4781,    8050,   67335,   97836,    6735,   29318,   84496,   28191,    6407,    2971,      74,  241292,  233134,   33105,   41263,    1906,    6786,     -43,     453,   -4527,    3833,     872,   -3270,   -1115,    -920,    1048,   -1114,     -46,     395,    1918,    1511,     -12,  100.0,   34.7,    1.7,    2.9,   24.5,   35.7,    2.5,   10.7,   30.8,   10.3,    2.3,    1.1,    0.0,   87.9,   85.0,   12.1,   15.0,    146,     14,      6,      9,     22,     28,     17,     22,     40,     20,      8,      6,.,     86,    108,    29.0,    25.0,    42.6,    38.7,    28.0,    24.9,    40.4,    37.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230530,2023-05-30,097741,CME ,00,097 ,  272491,   88395,    4824,    7597,   71862,   94004,    5863,   32589,   85611,   29112,    5359,    4085,     120,  240897,  231216,   31594,   41275,   19927,   13880,     226,     -38,   -7428,    9319,     608,    4063,    3379,    5899,    1327,     153,     120,   18432,   19667,    1495,     260,  100.0,   32.4,    1.8,    2.8,   26.4,   34.5,    2.2,   12.0,   31.4,   10.7,    2.0,    1.5,    0.0,   88.4,   84.9,   11.6,   15.1,    150,     14,      6,      8,     23,     27,     17,     22,     43,     22,      7,      8,.,     88,    112,    27.7,    23.7,    42.6,    37.7,    27.0,    23.6,    40.4,    35.9,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230523,2023-05-23,097741,CME ,00,097 ,  252564,   74515,    4598,    7636,   79289,   84685,    5255,   28526,   82232,   23212,    4032,    3932,       0,  222465,  211550,   30099,   41014,   31464,   24325,  -10413,   -1899,   -8380,   15135,     401,    8435,   19421,    6665,      27,     106,      -2,   29571,   29415,    1893,    2049,  100.0,   29.5,    1.8,    3.0,   31.4,   33.5,    2.1,   11.3,   32.6,    9.2,    1.6,    1.6,    0.0,   88.1,   83.8,   11.9,   16.2,    150,     14,      6,      9,     22,     25,     17,     22,     48,     22,      5,      8,.,     85,    114,    28.0,    22.1,    43.5,    34.2,    27.2,    21.9,    41.6,    32.5,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230516,2023-05-16,097741,CME ,00,097 ,  221100,   50190,   15010,    9534,   87670,   69550,    4854,   20091,   62811,   16547,    4005,    3826,       2,  192894,  182135,   28206,   38965,   11125,    3453,   -6468,    1655,    4596,    7188,     -99,    2479,    6098,    2075,    -260,     115,       2,   13901,   10567,   -2776,     558,  100.0,   22.7,    6.8,    4.3,   39.7,   31.5,    2.2,    9.1,   28.4,    7.5,    1.8,    1.7,    0.0,   87.2,   82.4,   12.8,   17.6,    133,     10,      8,      8,     24,     23,     20,     19,     37,     17,      5,      7,.,     77,    102,    34.3,    23.9,    51.1,    35.7,    33.6,    23.9,    48.6,    34.5,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230509,2023-05-09,097741,CME ,00,097 ,  209975,   46737,   21478,    7879,   83074,   62362,    4954,   17612,   56713,   14472,    4265,    3710,       0,  178993,  171568,   30982,   38407,  -17875,   -6638,    6981,   -2064,    4229,   -1031,   -3394,   -3365,  -12366,   -4482,    -130,    1030,    -583,  -16426,  -15909,   -1449,   -1966,  100.0,   22.3,   10.2,    3.8,   39.6,   29.7,    2.4,    8.4,   27.0,    6.9,    2.0,    1.8,    0.0,   85.2,   81.7,   14.8,   18.3,    125,     10,      7,      8,     24,     22,     19,     15,     36,     15,      5,      6,      0,     73,     94,    35.9,    26.7,    51.0,    37.4,    35.1,    26.7,    48.5,    36.7,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230502,2023-05-02,097741,CME ,00,097 ,  227850,   53376,   14497,    9943,   78844,   63393,    8347,   20977,   69079,   18954,    4395,    2680,     583,  195419,  187477,   32431,   40373,   21365,    8266,   -6443,     698,    1191,    5268,    3103,    5816,   11943,     696,    1011,     317,     580,   21361,   16162,       4,    5203,  100.0,   23.4,    6.4,    4.4,   34.6,   27.8,    3.7,    9.2,   30.3,    8.3,    1.9,    1.2,    0.3,   85.8,   82.3,   14.2,   17.7,    139,     12,      6,      8,     24,     24,     20,     20,     40,     17,      6,      6,.,     83,    102,    33.3,    23.2,    46.9,    34.8,    32.5,    22.2,    43.9,    31.8,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230425,2023-04-25,097741,CME ,00,097 ,  206485,   45110,   20941,    9245,   77653,   58125,    5244,   15161,   57136,   18258,    3384,    2363,       3,  174058,  171315,   32427,   35170,    8997,   -3507,   -3706,    1006,    2122,    7940,     876,     843,   -3826,    4311,      15,     308,       0,    5666,    6909,    3331,    2088,  100.0,   21.8,   10.1,    4.5,   37.6,   28.1,    2.5,    7.3,   27.7,    8.8,    1.6,    1.1,    0.0,   84.3,   83.0,   15.7,   17.0,    121,     10,      7,      8,     21,     22,     18,     16,     34,     22,      5,      6,.,     78,     92,    37.5,    26.7,    50.1,    39.5,    36.8,    26.7,    47.9,    38.2,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230418,2023-04-18,097741,CME ,00,097 ,  197488,   48617,   24647,    8238,   75532,   50185,    4368,   14318,   60963,   13947,    3369,    2055,       3,  168392,  164406,   29096,   33082,    1316,    1311,   -1150,     -16,    1182,     279,    -460,    1671,    1645,     248,     875,   -2003,       3,    4815,   -1453,   -3499,    2769,  100.0,   24.6,   12.5,    4.2,   38.2,   25.4,    2.2,    7.3,   30.9,    7.1,    1.7,    1.0,    0.0,   85.3,   83.2,   14.7,   16.8,    124,      8,      9,      8,     21,     22,     18,     19,     33,     19,      5,      7,.,     75,     95,    39.4,    26.8,    54.2,    39.6,    38.7,    26.8,    51.9,    38.6,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230411,2023-04-11,097741,CME ,00,097 ,  196172,   47305,   25797,    8254,   74349,   49906,    4827,   12647,   59318,   13699,    2494,    4058,       0,  163577,  165859,   32595,   30313,   -7847,    1416,   -5131,    1172,    1932,   -1938,   -1848,   -2693,    2422,   -5948,    -279,    1865,       0,   -6249,   -9406,   -1598,    1559,  100.0,   24.1,   13.1,    4.2,   37.9,   25.4,    2.5,    6.4,   30.2,    7.0,    1.3,    2.1,    0.0,   83.4,   84.5,   16.6,   15.5,    117,      8,      9,      7,     22,     21,     19,     15,     31,     19,      4,      7,      0,     71,     91,    39.5,    27.8,    54.2,    40.7,    38.7,    27.8,    51.5,    39.6,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230404,2023-04-04,097741,CME ,00,097 ,  204019,   45889,   30928,    7082,   72418,   51844,    6675,   15341,   56896,   19648,    2773,    2193,       0,  169825,  175266,   34194,   28753,    8858,     365,   12295,     797,    1517,   -5147,     -46,    1010,    2855,   -2127,     -50,    1028,      -0,    1466,    9655,    7392,    -797,  100.0,   22.5,   15.2,    3.5,   35.5,   25.4,    3.3,    7.5,   27.9,    9.6,    1.4,    1.1,    0.0,   83.2,   85.9,   16.8,   14.1,    124,      8,     10,      8,     19,     24,     20,     21,     32,     20,      4,      6,      0,     78,     94,    38.5,    27.0,    53.4,    39.9,    36.9,    26.9,    48.9,    38.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230328,2023-03-28,097741,CME ,00,097 ,  195161,   45524,   18633,    6285,   70901,   56991,    6722,   14331,   54040,   21775,    2823,    1165,       0,  168359,  165610,   26802,   29551,    3163,   -3094,    7320,    -275,     703,    1523,     811,    4669,   -5905,    1961,   -2165,     -61,      -0,    2611,    5375,     552,   -2212,  100.0,   23.3,    9.5,    3.2,   36.3,   29.2,    3.4,    7.3,   27.7,   11.2,    1.4,    0.6,    0.0,   86.3,   84.9,   13.7,   15.1,    124,      7,     10,      6,     20,     26,     20,     16,     35,     21,      4,      6,.,     76,     96,    39.4,    22.5,    54.7,    35.7,    37.8,    22.3,    50.1,    34.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230321,2023-03-21,097741,CME ,00,097 ,  191998,   48617,   11313,    6560,   70198,   55468,    5910,    9662,   59945,   19813,    4988,    1226,       1,  165749,  160236,   26249,   31762,   -8113,   -5163,    2633,    1753,   -5081,  -12788,    1201,   -8598,   -1724,    5423,    1492,     169,     -25,   -8999,   -3360,     886,   -4753,  100.0,   25.3,    5.9,    3.4,   36.6,   28.9,    3.1,    5.0,   31.2,   10.3,    2.6,    0.6,    0.0,   86.3,   83.5,   13.7,   16.5,    123,      9,      9,      8,     17,     26,     18,     14,     37,     21,      5,      6,.,     74,     97,    40.6,    23.2,    55.5,    34.8,    39.2,    22.9,    52.4,    32.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230314,2023-03-14,097741,CME ,00,097 ,  200111,   53780,    8680,    4807,   75279,   68256,    4710,   18260,   61669,   14391,    3496,    1058,      25,  174747,  163595,   25364,   36516,  -32257,  -10576,     284,  -13058,   -4257,  -10606,      97,     331,     297,   -4046,    1163,    -692,      23,  -30323,  -27703,   -1934,   -4554,  100.0,   26.9,    4.3,    2.4,   37.6,   34.1,    2.4,    9.1,   30.8,    7.2,    1.7,    0.5,    0.0,   87.3,   81.8,   12.7,   18.2,    125,      9,      8,      7,     19,     28,     19,     13,     35,     19,      6,      6,.,     74,     98,    41.8,    23.9,    57.6,    36.8,    40.5,    23.9,    54.4,    36.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230307,2023-03-07,097741,CME ,00,097 ,  232368,   64355,    8396,   17865,   79536,   78862,    4613,   17930,   61372,   18437,    2333,    1750,       2,  205071,  191298,   27297,   41070,     452,    5530,   -2091,    4500,    2217,    1070,   -2791,    -444,    5460,   -8961,     822,     615,       0,     873,   -2199,    -421,    2651,  100.0,   27.7,    3.6,    7.7,   34.2,   33.9,    2.0,    7.7,   26.4,    7.9,    1.0,    0.8,    0.0,   88.3,   82.3,   11.7,   17.7,    132,     12,      6,     11,     21,     26,     20,     13,     40,     23,      6,      7,.,     83,    104,    36.4,    20.7,    53.7,    31.7,    35.1,    20.6,    49.2,    31.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230228,2023-02-28,097741,CME ,00,097 ,  231916,   58825,   10487,   13365,   77319,   77793,    7404,   18374,   55913,   27398,    1511,    1135,       2,  204198,  193497,   27718,   38419,   14114,   22198,   -3867,   -8664,    1012,    9838,     957,   -5049,   13993,    1355,     500,    -578,       0,   12310,   13034,    1804,    1080,  100.0,   25.4,    4.5,    5.8,   33.3,   33.5,    3.2,    7.9,   24.1,   11.8,    0.7,    0.5,    0.0,   88.0,   83.4,   12.0,   16.6,    131,     11,      9,      7,     22,     28,     20,     13,     38,     22,      4,      6,.,     79,    102,    33.9,    21.8,    51.1,    33.3,    33.7,    20.0,    46.5,    29.5,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230221,2023-02-21,097741,CME ,00,097 ,  217802,   36627,   14354,   22029,   76307,   67955,    6448,   23422,   41920,   26043,    1011,    1712,       2,  191888,  180463,   25914,   37339,   14678,    3419,  -16444,      15,    -158,   18306,     695,    5580,    1380,    9025,    -391,      89,       1,   18185,   13067,   -3507,    1611,  100.0,   16.8,    6.6,   10.1,   35.0,   31.2,    3.0,   10.8,   19.2,   12.0,    0.5,    0.8,    0.0,   88.1,   82.9,   11.9,   17.1,    128,      9,     11,      7,     22,     25,     20,     17,     35,     21,.,      7,.,     78,     99,    35.1,    23.5,    51.1,    35.7,    35.1,    18.8,    43.9,    26.9,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230214,2023-02-14,097741,CME ,00,097 ,  203124,   33208,   30798,   22015,   76465,   49649,    5752,   17842,   40541,   17017,    1402,    1623,       1,  173703,  167396,   29421,   35728,   17381,   -1267,   -3094,    4425,    8157,    2863,     591,    6021,    8277,    1414,    -100,    1019,       1,   19243,   15495,   -1862,    1886,  100.0,   16.3,   15.2,   10.8,   37.6,   24.4,    2.8,    8.8,   20.0,    8.4,    0.7,    0.8,    0.0,   85.5,   82.4,   14.5,   17.6,    120,      7,     13,      7,     21,     24,     20,     15,     30,     17,.,      7,.,     74,     91,    37.5,    24.1,    52.0,    39.3,    37.4,    20.2,    46.2,    29.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230207,2023-02-07,097741,CME ,00,097 ,  185743,   34475,   33892,   17589,   68308,   46786,    5162,   11821,   32264,   15603,    1502,     605,       0,  154460,  151901,   31283,   33842,   -6436,    -520,   -7610,    -356,    7187,     632,    -817,   -8384,     570,   -1010,      34,    -419,      -0,   -3864,   -9009,   -2572,    2573,  100.0,   18.6,   18.2,    9.5,   36.8,   25.2,    2.8,    6.4,   17.4,    8.4,    0.8,    0.3,    0.0,   83.2,   81.8,   16.8,   18.2,    109,      7,     13,      7,     20,     22,     18,     13,     26,     16,.,      5,.,     70,     81,    37.4,    26.5,    53.8,    40.6,    36.8,    23.8,    45.8,    33.2,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230131,2023-01-31,097741,CME ,00,097 ,  192179,   34995,   41502,   17945,   61121,   46154,    5978,   20205,   31694,   16613,    1468,    1024,       0,  158324,  160910,   33855,   31269,   -3314,     675,     129,     381,   -1019,   -3471,     694,   -5282,   -4322,    1462,     -12,    -591,      -0,   -3100,   -5717,    -214,    2403,  100.0,   18.2,   21.6,    9.3,   31.8,   24.0,    3.1,   10.5,   16.5,    8.6,    0.8,    0.5,    0.0,   82.4,   83.7,   17.6,   16.3,    119,      6,     12,      8,     23,     21,     16,     19,     28,     19,      4,      6,.,     77,     86,    37.0,    29.4,    48.7,    43.1,    32.3,    26.8,    41.4,    35.7,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230124,2023-01-24,097741,CME ,00,097 ,  195493,   34320,   41373,   17564,   62139,   49625,    5284,   25487,   36015,   15151,    1480,    1615,       0,  161425,  166628,   34068,   28865,   -7224,   -2050,     -40,    -956,    6340,   -4256,     110,   -8028,     149,   -3409,     358,      35,      -0,   -7635,   -8367,     411,    1143,  100.0,   17.6,   21.2,    9.0,   31.8,   25.4,    2.7,   13.0,   18.4,    7.8,    0.8,    0.8,    0.0,   82.6,   85.2,   17.4,   14.8,    123,      6,     12,      9,     22,     21,     16,     18,     34,     20,      4,      6,.,     79,     90,    36.5,    30.9,    50.7,    42.6,    34.3,    27.4,    44.2,    35.9,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230117,2023-01-17,097741,CME ,00,097 ,  202717,   36370,   41414,   18520,   55799,   53881,    5174,   33515,   35866,   18559,    1121,    1580,       0,  169059,  174994,   33658,   27723,   10102,   -6589,   12563,    3254,     218,  -12438,    1274,    3861,    1294,    6042,    -557,      29,      -0,    7503,   12018,    2599,   -1916,  100.0,   17.9,   20.4,    9.1,   27.5,   26.6,    2.6,   16.5,   17.7,    9.2,    0.6,    0.8,    0.0,   83.4,   86.3,   16.6,   13.7,    123,      6,     11,     10,     19,     24,     15,     26,     28,     23,.,      6,.,     80,     92,    34.3,    30.5,    49.3,    42.8,    31.9,    27.4,    41.7,    36.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230110,2023-01-10,097741,CME ,00,097 ,  192615,   42959,   28851,   15266,   55581,   66319,    3900,   29655,   34572,   12517,    1678,    1551,       0,  161556,  162976,   31059,   29639,   -6985,   -1860,   12934,    -898,    2133,   -3393,   -1517,   -1609,   -9499,   -5953,     803,      79,       0,   -8900,   -8247,    1915,    1262,  100.0,   22.3,   15.0,    7.9,   28.9,   34.4,    2.0,   15.4,   17.9,    6.5,    0.9,    0.8,    0.0,   83.9,   84.6,   16.1,   15.4,    115,      6,     10,      6,     18,     23,     16,     20,     27,     21,      5,      6,.,     73,     86,    39.1,    33.6,    52.9,    44.9,    36.5,    30.5,    46.7,    39.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",230103,2023-01-03,097741,CME ,00,097 ,  199600,   44819,   15917,   16164,   53448,   69713,    5417,   31264,   44070,   18471,     875,    1472,       0,  170456,  171223,   29144,   28377,    5393,  -15852,    5784,   12442,    -178,   -7050,     407,    1798,   -4394,    2698,    -488,    -351,       0,     827,    9536,    4566,   -4143,  100.0,   22.5,    8.0,    8.1,   26.8,   34.9,    2.7,   15.7,   22.1,    9.3,    0.4,    0.7,    0.0,   85.4,   85.8,   14.6,   14.2,    121,      6,      9,      8,     17,     24,     17,     24,     32,     22,.,      6,      0,     75,     93,    37.9,    30.7,    51.9,    41.2,    34.6,    27.6,    44.6,    36.3,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230711,2023-07-11,099741,CME ,00,099 ,  836442,   18090,  516247,   14930,  505816,   78594,   23112,   61560,   64069,   78763,   31494,   10471,    4506,  738270,  790691,   98172,   45751,   -1753,     271,    -353,    -387,    1472,    -851,    -705,      72,    7389,   -5866,    -107,     821,   -1049,   -6299,   -1000,    4546,    -753,  100.0,    2.2,   61.7,    1.8,   60.5,    9.4,    2.8,    7.4,    7.7,    9.4,    3.8,    1.3,    0.5,   88.3,   94.5,   11.7,    5.5,    303,     12,     16,     11,    121,     27,     52,     47,     48,     37,     18,     14,      7,    242,    168,    16.0,    50.3,    26.2,    65.3,    15.4,    49.9,    24.6,    63.3,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230703,2023-07-03,099741,CME ,00,099 ,  838195,   17819,  516600,   15317,  504344,   79445,   23816,   61488,   56680,   84629,   31601,    9650,    5556,  744569,  791691,   93626,   46504,   -5061,   -1629,    -564,    -731,    4189,    -204,     213,   -1823,   -2008,   -1908,   -1035,    1423,     -10,   -2734,   -3788,   -2327,   -1273,  100.0,    2.1,   61.6,    1.8,   60.2,    9.5,    2.8,    7.3,    6.8,   10.1,    3.8,    1.2,    0.7,   88.8,   94.5,   11.2,    5.5,    293,     11,     16,     12,    120,     29,     52,     45,     41,     33,     20,     11,      8,    239,    159,    16.0,    50.8,    26.9,    66.2,    15.4,    50.2,    24.8,    63.7,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230627,2023-06-27,099741,CME ,00,099 ,  843256,   19448,  517164,   16048,  500155,   79648,   23603,   63311,   58688,   86537,   32636,    8226,    5566,  747303,  795479,   95953,   47777,    1166,   -1356,    3399,    1068,   -1757,   -3220,    -602,    4283,   -3192,    1620,   -2928,    1296,     -68,     261,     302,     905,     864,  100.0,    2.3,   61.3,    1.9,   59.3,    9.4,    2.8,    7.5,    7.0,   10.3,    3.9,    1.0,    0.7,   88.6,   94.3,   11.4,    5.7,    303,     12,     17,     12,    121,     27,     49,     48,     46,     35,     22,     10,      8,    248,    159,    15.7,    50.4,    26.0,    65.6,    15.1,    49.9,    23.8,    63.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",230620,2023-06-20,099741,CME ,00,099 ,  842090,   20804,  513765,   14979,  501913,   82868,   24205,   59028,   61880,   84916,   35563,    6931,    5633,  747042,  795178,   95048,   46912,  -75608,     311,   -3169,  -61116,    4488,    3699,    -137,   -3613,    6666,   -4001,     279,   -3421,    -167,  -63955,  -61645,  -11653,  -13963,  100.0,    2.5,   61.0,    1.8,   59.6,    9.8,    2.9,    7.0,    7.3,   10.1,    4.2,    0.8,    0.7,   88.7,   94.4,   11.3,    5.6,    304,     12,     17,     12,    123,     26,     48,     47,     45,     33,     24,     10,      8,    245,    160,    15.7,    49.6,    25.5,    64.7,    14.9,    49.2,    23.6,    62.5,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
